name,lastname1,lastname2,fullname,job_title,country,skills,university,company
Daiane,Pires,Larsen,Daiane Pires Larsen,Cybersecurity Analyst,Brazil,HTML; CSS,Universidade de S�o Paulo,DevOps Masters
Samantha,Green,Larson,Samantha Green Larson,Business Intelligence Analyst,New Zealand,Splunk; Wireshark; Kali Linux,University of Auckland,Technosoft Innovations
Kathy,Cole,Latt,Kathy Cole Latt,IoT Solutions Architect,Ireland,Python; R,University College Dublin,DataHub Analytics
Lysan,Langelaar,Laurent,Lysan Langelaar Laurent,Blockchain Developer,Netherlands,ROS; Arduino; Python,Delft University of Technology,CyberShield Consulting
Latifa,Westhof,Lauri,Latifa Westhof Lauri,Data Engineering Specialist,Netherlands,R; TensorFlow; C++; Qt,Delft University of Technology,CyberShield Consulting
Lois,Little,Lauvs,Lois Little Lauvs,Cloud Architect,United States,Solidity; Ethereum; Hyperledger,Massachusetts Institute of Technology,TechPro Inc.
Marie,Larsen,Lavoie,Marie Larsen Lavoie,Network Architect,Denmark,Python; TensorFlow; Natural Language Processing,Technical University of Denmark,GameDev Studios
Bronislava,Shabliy,Lawson,Bronislava Shabliy Lawson,Machine Learning Scientist,Ukraine,ROS; Arduino; Python,University of Kiev,Technosoft Innovations
Charlene,Bailey,Lecomte,Charlene Bailey Lecomte,Software Developer,United States,Python; Matlab; Pandas,Massachusetts Institute of Technology,TechPro Inc.
Luna,Kim,Lee,Luna Kim Lee,Frontend Developer,South Korea,HTML; CSS,Korea University,Samsung
Isabella,Rasmussen,Lee,Isabella Rasmussen Lee,Software Developer,Denmark,Docker; Kubernetes,Technical University of Denmark,GameDev Studios
Karina,Dyb,Lee,Karina Dyb Lee,Penetration Tester,Norway,Network Security; Ethical Hacking; Kubernetes; Jenkins,University of Oslo,AIResearchLab
Boguslava,Veremchuk,Leentvaar,Boguslava Veremchuk Leentvaar,Artificial Intelligence Researcher,Ukraine,R; TensorFlow; Kubernetes; Jenkins,University of Kiev,TechPro Inc.
Celia,Ortiz,Lefebvre,Celia Ortiz Lefebvre,Front-end Developer,Spain,SQL; Python; Node.js; MongoDB,Universidad Complutense de Madrid,Mobiliti Software
Orogosta,Ryabenko,Lehtinen,Orogosta Ryabenko Lehtinen,Quantum Computing Specialist,Ukraine,Solidity; Ethereum; Hyperledger,University of Kiev,Mobiliti Software
Christina,Graves,Lehtonen,Christina Graves Lehtonen,Cloud Engineer,United Kingdom,Cisco; Networking,University of Cambridge,AITech Solutions
Ronja,Kuusisto,Leidelmeijer,Ronja Kuusisto Leidelmeijer,Robotics Specialist,Finland,R; SQL; Tableau,Aalto University,CyberSec Advisors
Aino,Manner,Leino,Aino Manner Leino,Robotics Specialist,Finland,React; Angular; Vue.js,Aalto University,CyberSec Advisors
Madeleine,Singh,Leira,Madeleine Singh Leira,Artificial Intelligence Specialist,New Zealand,AWS; Docker; Azure; Power BI,University of Auckland,TechPro Inc.
Minttu,Perko,Lemaire,Minttu Perko Lemaire,Robotics Specialist,Finland,AWS; Docker; Azure; Power BI,Aalto University,CyberSec Advisors
Olivia,Abraham,Lemaire,Olivia Abraham Lemaire,Full stack Engineer,Canada,Python; Machine Learning,University of Toronto,Intellitech Innovations
Sherri,Tucker,Leppo,Sherri Tucker Leppo,Data Scientist,United States,Swift; Kotlin; Flutter,Massachusetts Institute of Technology,TechPro Inc.
Maxine,Cruz,Leppo,Maxine Cruz Leppo,Artificial Intelligence Specialist,Australia,R; TensorFlow; C++; Qt,University of Sydney,Commonwealth Bank
Nella,Halko,Leppo,Nella Halko Leppo,Embedded Systems Engineer,Finland,Power BI; Tableau; SQL,Aalto University,CyberSec Advisors
Salma,Armas,Leroux,Salma Armas Leroux,Cloud Architect,Mexico,PyTorch; TensorFlow; Natural Language Processing,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Vicki,Peterson,Leroux,Vicki Peterson Leroux,Machine Learning Engineer,United Kingdom,HTML; CSS; C++; Qt,University of Cambridge,AITech Solutions
Catalina,Muoz,Leroy,Catalina Muoz Leroy,Frontend Developer,Spain,AWS Lambda; Azure Functions; Google Cloud Functions,Universidad Complutense de Madrid,Mobiliti Software
Jeanne,Lo,Leuschner,Jeanne Lo Leuschner,Machine Learning Engineer,Canada,Network Security; Ethical Hacking; SQL; Python,University of Toronto,Intellitech Innovations
Sofia,Jrgensen,Lvesque,Sofia Jrgensen Lvesque,Full stack Engineer,Denmark,Splunk; Wireshark; Kali Linux,Technical University of Denmark,GameDev Studios
Jessica,Jones,Lvesque,Jessica Jones Lvesque,Cybersecurity Analyst,New Zealand,Unity; Unreal Engine; C#,University of Auckland,DevOps Masters
Angela,Williams,Lvesque,Angela Williams Lvesque,Network Administrator,Ireland,Docker; Kubernetes; Ansible,University College Dublin,Technosoft Innovations
Iida,Aro,Lewis,Iida Aro Lewis,Artificial Intelligence Specialist,Finland,Splunk; Wireshark; Nmap,Aalto University,CyberSec Advisors
Samantha,Singh,Li,Samantha Singh Li,Machine Learning Engineer,New Zealand,Figma; Sketch; Adobe XD,University of Auckland,AIResearchLab
Ella,Roy,Li,Ella Roy Li,Product Owner,Canada,ROS; Python; Control Theory,University of Toronto,Intellitech Innovations
Vanessa,Berry,Li,Vanessa Berry Li,Mobile App Developer,Ireland,Splunk; Wireshark; Kali Linux,University College Dublin,Technosoft Innovations
Lrke,Hansen,Li,Lrke Hansen Li,DevOps Engineer,Denmark,Python; R,Technical University of Denmark,GameDev Studios
Silke,Jensen,Lier,Silke Jensen Lier,Artificial Intelligence Specialist,Denmark,Python; TensorFlow; Scikit-learn,Technical University of Denmark,GameDev Studios
Gabriele,Fredriksen,Lillevik,Gabriele Fredriksen Lillevik,Artificial Intelligence Specialist,Norway,Android Development; Kotlin; Azure; Power BI,University of Oslo,AIResearchLab
Sofia,Castro,Limariev,Sofia Castro Limariev,Serverless Solutions Architect,Spain,Solidity; Ethereum; Hyperledger,Universidad Complutense de Madrid,Mobiliti Software
Cathrin,Reichl,Linden,Cathrin Reichl Linden,Network Administrator,Germany,Cisco; Networking,Technische Universit�t M�nchen,BlockchainGuru
Sharanya,Andrade,Linn,Sharanya Andrade Linn,Cybersecurity Consultant,India,Python; Matlab; Pandas,Indian Institute of Technology Delhi,Intellitech Innovations
Tamara,Kirey,Linna,Tamara Kirey Linna,Business Intelligence Analyst,Ukraine,Agile; Scrum; Product Roadmapping,University of Kiev,Commonwealth Bank
Nadia,Stenberg,Lisevich,Nadia Stenberg Lisevich,Cloud Engineer,Norway,HTML; CSS; C++; Qt,University of Oslo,AIResearchLab
Graciela,Ayala,Little,Graciela Ayala Little,Full stack Engineer,Mexico,AWS; Azure; Terraform,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Ava,Chen,Liu,Ava Chen Liu,DevOps Engineer,China,Docker; Kubernetes,Peking University,Alibaba
Oliviya,Batenko,Liu,Oliviya Batenko Liu,Quantum Computing Researcher,Ukraine,HTML; CSS; C++; Qt,University of Kiev,CyberSec Advisors
Sarah,Roy,Ljones,Sarah Roy Ljones,Blockchain Developer,Canada,Splunk; Wireshark; Kali Linux,University of Toronto,Intellitech Innovations
Patricia,Cole,Long,Patricia Cole Long,Blockchain Developer,Ireland,Power BI; Tableau; SQL,University College Dublin,Technosoft Innovations
Patricia,Ross,Long,Patricia Ross Long,Machine Learning Engineer,Ireland,AWS; Azure; Terraform,University College Dublin,TechPro Inc.
Ins,Pascual,Long,Ins Pascual Long,Data Scientist,Spain,Splunk; Wireshark; Kali Linux,Universidad Complutense de Madrid,Mobiliti Software
Ella,Macdonald,Long,Ella Macdonald Long,Full stack Engineer,Canada,Qiskit; Cirq; Pennylane,University of Toronto,Intellitech Innovations
Barbara,Angulo,Lopata,Barbara Angulo Lopata,Mobile App Developer,Mexico,Python; Matlab; Pandas,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Megan,Denys,Lopes,Megan Denys Lopes,Data Governance Analyst,Canada,Power BI; Tableau; SQL,University of Toronto,Intellitech Innovations
Maja,Srensen,Lopez,Maja Srensen Lopez,Serverless Architect,Denmark,Python; TensorFlow; Natural Language Processing,Technical University of Denmark,GameDev Studios
Molly,Wood,Los,Molly Wood Los,Data Scientist,New Zealand,Network Security; Ethical Hacking; Kubernetes; Jenkins,University of Auckland,GameDev Studios
Emma,Thomsen,Louis,Emma Thomsen Louis,Machine Learning Engineer,Denmark,Matplotlib; Pandas; Azure; Power BI,Technical University of Denmark,GameDev Studios
Roberta,Craig,Louis,Roberta Craig Louis,UI/UX Designer,Australia,Swift; Kotlin; Flutter,University of Sydney,Commonwealth Bank
Almuth,Hauser,Louws,Almuth Hauser Louws,IoT Solutions Architect,Germany,Splunk; Wireshark; Kali Linux,Technische Universit�t M�nchen,BlockchainGuru
Johanne,Thomsen,Lucas,Johanne Thomsen Lucas,Cloud Engineer,Denmark,Python; TensorFlow; Natural Language Processing,Technical University of Denmark,GameDev Studios
Caroline,Madsen,Lucas,Caroline Madsen Lucas,Blockchain Developer,Denmark,Android Development; Kotlin; Azure; Power BI,Technical University of Denmark,GameDev Studios
Mandy,Holmes,Luckiy,Mandy Holmes Luckiy,Quantum Computing Researcher,United Kingdom,R; TensorFlow; C++; Qt,University of Cambridge,AITech Solutions
Natalie,Farias,Lugo,Natalie Farias Lugo,Cybersecurity Consultant,Brazil,HTML; CSS; JavaScript,Universidade de S�o Paulo,DevOps Masters
Esther,Rodrguez,Lugtenburg,Esther Rodrguez Lugtenburg,Cybersecurity Consultant,Mexico,AWS Lambda; Azure Functions; Google Cloud Functions,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Analle,Perez,Luna,Analle Perez Luna,Frontend Developer,France,Python; Machine Learning,Universit� Paris-Saclay,DataHub Analytics
Ins,Blanco,Luoma,Ins Blanco Luoma,Data Scientist,Spain,ROS; Python; Control Theory,Universidad Complutense de Madrid,Mobiliti Software
Olga,Nieto,Luoma,Olga Nieto Luoma,Machine Learning Engineer,Spain,Splunk; Wireshark; Nmap,Universidad Complutense de Madrid,Mobiliti Software
Eva,Fox,Luz,Eva Fox Luz,Data Scientist,United Kingdom,Solidity; Ethereum; Hyperledger,University of Cambridge,AITech Solutions
Alina,Schardt,Lynch,Alina Schardt Lynch,Cloud Infrastructure Engineer,Germany,Network Security; Ethical Hacking; Kubernetes; Jenkins,Technische Universit�t M�nchen,BlockchainGuru
Alisa,Hanka,Lynch,Alisa Hanka Lynch,Cybersecurity Consultant,Finland,Python; R,Aalto University,CyberSec Advisors
Barbara,Ray,Lyng,Barbara Ray Lyng,Blockchain Developer,United Kingdom,SQL; Python; AWS; Docker,University of Cambridge,AITech Solutions
Nilda,de Souza,Lyubenko,Nilda de Souza Lyubenko,Frontend Developer,Brazil,PyTorch; TensorFlow; Natural Language Processing,Universidade de S�o Paulo,DevOps Masters
Ariadna,Barrios,Ma,Ariadna Barrios Ma,Cloud Engineer,Mexico,HTML; CSS; JavaScript,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Augustina,Van der Nol,Madsen,Augustina Van der Nol Madsen,IoT Solutions Architect,Netherlands,React; Angular; Vue.js,Delft University of Technology,CyberShield Consulting
Soncevida,Golodnyuk,Madsen,Soncevida Golodnyuk Madsen,Cloud Engineer,Ukraine,Node.js; Raspberry Pi; MQTT,University of Kiev,DataHub Analytics
Olivia,Ray,Madsen,Olivia Ray Madsen,Serverless Solutions Architect,United States,Docker; Kubernetes; Ansible,Massachusetts Institute of Technology,TechPro Inc.
Aysegl,Van den Nieuwenhof,Madsen,Aysegl Van den Nieuwenhof Madsen,Database Administrator,Netherlands,Arduino; Raspberry Pi; C++,Delft University of Technology,CyberShield Consulting
Estela,Guzmn,Madsen,Estela Guzmn Madsen,UI/UX Designer,Mexico,PyTorch; TensorFlow; Natural Language Processing,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Jolene,Van Vark,Madsen,Jolene Van Vark Madsen,Cloud Engineer,Netherlands,JavaScript; React,Delft University of Technology,CyberShield Consulting
Pauline,Fagers,Madsen,Pauline Fagers Madsen,Embedded Systems Specialist,Norway,Python; Matlab; Pandas,University of Oslo,AIResearchLab
Helene,Sieger,Maestas,Helene Sieger Maestas,Blockchain Security Analyst,Germany,SQL; Python; AWS; Docker,Technische Universit�t M�nchen,BlockchainGuru
Ildiko,Lang,Maksimeyko,Ildiko Lang Maksimeyko,Cloud Engineer,Germany,Docker; Kubernetes,Technische Universit�t M�nchen,BlockchainGuru
Delia,Ceja,Malik,Delia Ceja Malik,Data Engineering Specialist,Mexico,Docker; Kubernetes; Ansible,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Lidia,Len,Malovichko,Lidia Len Malovichko,Cloud Engineer,Spain,PyTorch; TensorFlow; Natural Language Processing,Universidad Complutense de Madrid,Mobiliti Software
Katrina,Robinson,Manjunath,Katrina Robinson Manjunath,Quantum Computing Specialist,United States,Qiskit; Cirq; Pennylane,Massachusetts Institute of Technology,TechPro Inc.
Lena,da Rocha,Manjunath,Lena da Rocha Manjunath,Product Manager,Brazil,Collibra; Alation; Talend,Universidade de S�o Paulo,DevOps Masters
Vanessa,Tret,Mantyla,Vanessa Tret Mantyla,Big Data Engineer,Norway,AWS; Docker; Azure; Power BI,University of Oslo,AIResearchLab
Yaromira,Biloshickiy,Manuhutu,Yaromira Biloshickiy Manuhutu,Cybersecurity Analyst,Ukraine,PyTorch; TensorFlow; Natural Language Processing,University of Kiev,Mobiliti Software
Isidora,Fuentes,Marn,Isidora Fuentes Marn,Frontend Developer,Chile,AWS; Docker; Azure; Power BI,University of Chile,Codelco
Sara,Jean,Mardhekar,Sara Jean Mardhekar,Full stack Engineer,France,ROS; Python; Control Theory,Universit� Paris-Saclay,DataHub Analytics
Teresa,Vargas,Margaret,Teresa Vargas Margaret,Software Developer,Spain,React; Angular; Vue.js,Universidad Complutense de Madrid,Mobiliti Software
Alice,Fisher,Marn,Alice Fisher Marn,Frontend Developer,Ireland,Qiskit; Cirq; Pennylane,University College Dublin,DevOps Masters
Daphne,De Bruyn,Marn,Daphne De Bruyn Marn,Penetration Tester,Netherlands,Collibra; Alation; Talend,Delft University of Technology,CyberShield Consulting
Olga,Reyes,Marn,Olga Reyes Marn,Serverless Solutions Architect,Spain,Solidity; Ethereum; Hyperledger,Universidad Complutense de Madrid,Mobiliti Software
Elli,Kauppi,Marinkovic,Elli Kauppi Marinkovic,Cloud Architect,Finland,Cisco; Networking,Aalto University,CyberSec Advisors
Carmen,Richardson,Markovichi,Carmen Richardson Markovichi,Blockchain Developer,United States,PyTorch; TensorFlow; Natural Language Processing,Massachusetts Institute of Technology,TechPro Inc.
Thea,Johansen,Marshall,Thea Johansen Marshall,Data Engineering Specialist,Denmark,Power BI; Tableau; SQL,Technical University of Denmark,GameDev Studios
Bobbie,Thompson,Martin,Bobbie Thompson Martin,Serverless Architect,United States,Collibra; Alation; Talend,Massachusetts Institute of Technology,TechPro Inc.
Camille,Bourgeois,Martinez,Camille Bourgeois Martinez,Web Developer,France,Python; R,Universit� Paris-Saclay,DataHub Analytics
Holly,Freeman,Martnez,Holly Freeman Martnez,Data Engineering Specialist,United Kingdom,AWS Lambda; Azure Functions; Google Cloud Functions,University of Cambridge,AITech Solutions
Hilla,Pelto,Martins,Hilla Pelto Martins,Database Administrator,Finland,Android Development; Kotlin; Azure; Power BI,Aalto University,CyberSec Advisors
Aubrey,Knight,Martins,Aubrey Knight Martins,Artificial Intelligence Specialist,Canada,AWS; Azure; Terraform,University of Toronto,Intellitech Innovations
Fatima,Schanche,Mastenbroek,Fatima Schanche Mastenbroek,UI/UX Designer,Norway,PyTorch; TensorFlow; Natural Language Processing,University of Oslo,AIResearchLab
Loretta,Hicks,Materskiy,Loretta Hicks Materskiy,Web Developer,United States,R; TensorFlow; Kubernetes; Jenkins,Massachusetts Institute of Technology,TechPro Inc.
Julie,Srensen,Mathew,Julie Srensen Mathew,Robotics Engineer,Denmark,Splunk; Wireshark; Kali Linux,Technical University of Denmark,GameDev Studios
Estela,Urbina,Matre,Estela Urbina Matre,Network Administrator,Mexico,AWS Lambda; Azure Functions; Google Cloud Functions,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Polina,Lastovenko,Matthews,Polina Lastovenko Matthews,Web Developer,Ukraine,Splunk; Wireshark; Nmap,University of Kiev,DevOps Masters
Veronique,Ludwig,Matthews,Veronique Ludwig Matthews,Blockchain Developer,Germany,HTML; CSS,Technische Universit�t M�nchen,BlockchainGuru
Eloane,Lefevre,Matthews,Eloane Lefevre Matthews,Cybersecurity Analyst,France,HTML; CSS,Universit� Paris-Saclay,DataHub Analytics
Yovilla,Moseychuk,May,Yovilla Moseychuk May,Business Intelligence Analyst,Ukraine,HTML; CSS; JavaScript,University of Kiev,TechPro Inc.
Katharina,Kittel,Mccoy,Katharina Kittel Mccoy,Artificial Intelligence Specialist,Germany,Agile; Scrum; User Research,Technische Universit�t M�nchen,BlockchainGuru
Yuridia,Velsquez,Mccoy,Yuridia Velsquez Mccoy,Embedded Systems Specialist,Mexico,HTML; CSS,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Patricia,Medina,Mcdonalid,Patricia Medina Mcdonalid,Web Developer,Spain,Swift; Kotlin; Flutter,Universidad Complutense de Madrid,Mobiliti Software
Madieke,Te Hennepe,Mcdonalid,Madieke Te Hennepe Mcdonalid,Network Administrator,Netherlands,AWS; Azure; Terraform,Delft University of Technology,CyberShield Consulting
Kate,Brewer,Mcdonalid,Kate Brewer Mcdonalid,Software Developer,Ireland,R; TensorFlow; C++; Qt,University College Dublin,TechPro Inc.
Nadia,Wiig,Mckinney,Nadia Wiig Mckinney,Front-end Engineer,Norway,Splunk; Wireshark; Kali Linux,University of Oslo,AIResearchLab
Camila,Carrillo,Medina,Camila Carrillo Medina,Machine Learning Engineer,Canada,Python; TensorFlow; Scikit-learn,University of Toronto,Intellitech Innovations
Martina,Carrillo,Medina,Martina Carrillo Medina,Blockchain Developer,Singapore,Solidity; Ethereum; Hyperledger,National University of Singapore,BlockchainInnovations
Audrey,Day,Meixner,Audrey Day Meixner,Machine Learning Scientist,United States,Collibra; Alation; Talend,Massachusetts Institute of Technology,TechPro Inc.
Lorraine,Chapman,Melgar,Lorraine Chapman Melgar,Mobile App Developer,Australia,Swift; Kotlin; Flutter,University of Sydney,Commonwealth Bank
Victoria,Fajardo,Menard,Victoria Fajardo Menard,Data Engineering Specialist,Mexico,Python; Matlab; Pandas,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Luca,Lemus,Mendes,Luca Lemus Mendes,Network Administrator,Mexico,Splunk; Wireshark; Nmap,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Ava,Sims,Mendes,Ava Sims Mendes,Business Intelligence Analyst,Ireland,HTML; CSS; C++; Qt,University College Dublin,TechPro Inc.
Syuzanna,Levickiy,Mendonsa,Syuzanna Levickiy Mendonsa,Big Data Engineer,Ukraine,R; SQL; Tableau,University of Kiev,Mobiliti Software
Julia,Clark,Mendonsa,Julia Clark Mendonsa,Product Owner,Canada,Solidity; Ethereum; Hyperledger,University of Toronto,Intellitech Innovations
Aurora,Diaz,Mendonsa,Aurora Diaz Mendonsa,Quantum Computing Specialist,Spain,Node.js; Raspberry Pi; MQTT,Universidad Complutense de Madrid,Mobiliti Software
Reinhilde,Zimmermann,Mendonsa,Reinhilde Zimmermann Mendonsa,Systems Analyst,Germany,Angular; React; Node.js,Technische Universit�t M�nchen,BlockchainGuru
Pihla,Heikkinen,Meunier,Pihla Heikkinen Meunier,UI/UX Designer,Finland,JavaScript; React,Aalto University,CyberSec Advisors
Olivia,Harvey,Meunier,Olivia Harvey Meunier,Database Administrator,United Kingdom,Python; Machine Learning,University of Cambridge,AITech Solutions
Sushma,Dawangave,Meyer,Sushma Dawangave Meyer,Product Owner,India,Solidity; Ethereum; Hyperledger,Indian Institute of Technology Delhi,GameDev Studios
Joann,Turner,Meyer,Joann Turner Meyer,Serverless Architect,Australia,Solidity; Ethereum; Hyperledger,University of Sydney,Commonwealth Bank
Evelyne,Hilpert,Meyer,Evelyne Hilpert Meyer,Data Governance Analyst,Germany,Splunk; Wireshark; Kali Linux,Technische Universit�t M�nchen,BlockchainGuru
Heidemarie,Jrg,Michel,Heidemarie Jrg Michel,Cybersecurity Analyst,Germany,Solidity; Ethereum; Hyperledger,Technische Universit�t M�nchen,BlockchainGuru
Lily,Patterson,Mihajlovic,Lily Patterson Mihajlovic,Data Scientist,Ireland,Unity; Unreal Engine; C#,University College Dublin,Technosoft Innovations
Nieske,Williams,Miller,Nieske Williams Miller,Data Scientist,Netherlands,Arduino; Raspberry Pi; C++,Delft University of Technology,CyberShield Consulting
Sowmya,Keshri,Miller,Sowmya Keshri Miller,Systems Analyst,India,Solidity; Ethereum; Hyperledger,Indian Institute of Technology Delhi,TechPro Inc.
Minttu,Karvonen,Milovanovic,Minttu Karvonen Milovanovic,Serverless Architect,Finland,AWS; Azure; Terraform,Aalto University,CyberSec Advisors
Angela,Rose,Minchenko,Angela Rose Minchenko,Blockchain Developer,United Kingdom,Splunk; Wireshark; Nmap,University of Cambridge,AITech Solutions
Aino,Kangas,Miranda,Aino Kangas Miranda,Artificial Intelligence Engineer,Finland,Arduino; Raspberry Pi; C++,Aalto University,CyberSec Advisors
Frosina,Stecko,Miranda,Frosina Stecko Miranda,Full Stack Engineer,Ukraine,Solidity; Ethereum; Hyperledger,University of Kiev,Intellitech Innovations
Elvia,Cant,Miron,Elvia Cant Miron,Frontend Developer,Mexico,Unity; Unreal Engine; C#,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Aurora,Thompson,Misund,Aurora Thompson Misund,Frontend Developer,New Zealand,Swift; Kotlin; Flutter,University of Auckland,CyberSec Advisors
Chloe,Bowman,Mitchell,Chloe Bowman Mitchell,Cloud Architect,Ireland,R; TensorFlow; Kubernetes; Jenkins,University College Dublin,DataHub Analytics
Rom,Wortel,Mitchelle,Rom Wortel Mitchelle,Cloud Architect,Netherlands,Network Security; Ethical Hacking; Kubernetes; Jenkins,Delft University of Technology,CyberShield Consulting
Amna,Grnberg,Mitchelle,Amna Grnberg Mitchelle,Business Intelligence Analyst,Norway,R; TensorFlow; Kubernetes; Jenkins,University of Oslo,AIResearchLab
Julie,Jrgensen,Mittelstdt,Julie Jrgensen Mittelstdt,Product Manager,Denmark,Solidity; Ethereum; Hyperledger,Technical University of Denmark,GameDev Studios
Shelly,Mitchell,Mittmann,Shelly Mitchell Mittmann,Devops Engineer,United States,Splunk; Wireshark; Kali Linux,Massachusetts Institute of Technology,TechPro Inc.
Claire,Lambert,Moe,Claire Lambert Moe,Product Manager,Ireland,JavaScript; React,University College Dublin,CyberShield Consulting
Sofia,Lammi,Mogilenko,Sofia Lammi Mogilenko,Cybersecurity Consultant,Finland,Arduino; Raspberry Pi; C++,Aalto University,CyberSec Advisors
Constance,Roux,Mohammed,Constance Roux Mohammed,Cybersecurity Analyst,France,PyTorch; TensorFlow; Natural Language Processing,Universit� Paris-Saclay,DataHub Analytics
Tania,Puente,Mohamud,Tania Puente Mohamud,Artificial Intelligence Researcher,Mexico,AWS; Azure; Terraform,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Dulcelina,Rezende,Molina,Dulcelina Rezende Molina,Mobile App Developer,Brazil,React; Angular; Vue.js,Universidade de S�o Paulo,DevOps Masters
Encarnacin,Martin,Molina,Encarnacin Martin Molina,Database Administrator,Spain,HTML; CSS; JavaScript,Universidad Complutense de Madrid,Mobiliti Software
Charlotte,Butler,Mller,Charlotte Butler Mller,Serverless Architect,Ireland,Splunk; Wireshark; Kali Linux,University College Dublin,CyberShield Consulting
Louise,Leivestad,Mller,Louise Leivestad Mller,Cloud Infrastructure Engineer,Norway,Qiskit; Cirq; Pennylane,University of Oslo,AIResearchLab
Freyja,Hustoft,Mller,Freyja Hustoft Mller,Serverless Architect,Norway,AWS; Azure; Terraform,University of Oslo,AIResearchLab
Beatrice,Andrews,Mller,Beatrice Andrews Mller,Web Developer,United States,Python; TensorFlow; Scikit-learn,Massachusetts Institute of Technology,TechPro Inc.
Frida,Pedersen,Mller,Frida Pedersen Mller,Data Governance Analyst,Denmark,Splunk; Wireshark; Kali Linux,Technical University of Denmark,GameDev Studios
Kristin,Jensen,Montero,Kristin Jensen Montero,Quantum Computing Researcher,Ireland,Solidity; Ethereum; Hyperledger,University College Dublin,TechPro Inc.
Vicenta,Campos,Moolya,Vicenta Campos Moolya,Cloud Engineer,Spain,Docker; Kubernetes; Ansible,Universidad Complutense de Madrid,Mobiliti Software
Lillian,Diaz,Moore,Lillian Diaz Moore,Artificial Intelligence Engineer,United Kingdom,SQL; Python; Node.js; MongoDB,University of Cambridge,AITech Solutions
Myrtle,Herrera,Moore,Myrtle Herrera Moore,Front-end Engineer,United States,AWS; Azure; Terraform,Massachusetts Institute of Technology,TechPro Inc.
Adriana,Torres,Morales,Adriana Torres Morales,Serverless Architect,Singapore,AWS Lambda; Azure Functions; Google Cloud Functions,National University of Singapore,Cloudreach Solutions
Alejandra,Torres,Morales,Alejandra Torres Morales,Game Developer,Denmark,Unity; Unreal Engine; C#,Technical University of Denmark,GameDevStudio
Izzie,Williams,Morales,Izzie Williams Morales,Robotics Specialist,United Kingdom,Cisco; Linux; Wireshark,University of Cambridge,AITech Solutions
Marrie,Thielen,Moreau,Marrie Thielen Moreau,Web Developer,Netherlands,Hadoop; Spark; Python,Delft University of Technology,CyberShield Consulting
Molly,Burns,Moreira,Molly Burns Moreira,Cybersecurity Analyst,Ireland,ROS; Arduino; Python,University College Dublin,AITech Solutions
Emilia,Guerrero,Moreno,Emilia Guerrero Moreno,Mobile App Developer,Spain,Swift; Kotlin; Flutter,Universidad Complutense de Madrid,Mobiliti Software
Juliana,Vargas,Moreno,Juliana Vargas Moreno,Game Developer,Denmark,Unity; Unreal Engine; C#,Technical University of Denmark,GameDev Studios
Martina,Castro,Moreno,Martina Castro Moreno,Cloud Architect,Austria,AWS; Azure; Terraform,Technische Universit�t Wien,CloudOps Solutions
Isabella,Guerrero,Moreno,Isabella Guerrero Moreno,Machine Learning Scientist,United Kingdom,Python; TensorFlow; Scikit-learn,University of Cambridge,AIResearch Lab
Laura,Lium,Morin,Laura Lium Morin,Data Scientist,Norway,Cisco; Linux; Wireshark,University of Oslo,AIResearchLab
Susanna,Litovchenko,Morris,Susanna Litovchenko Morris,Serverless Architect,Ukraine,PyTorch; TensorFlow; Natural Language Processing,University of Kiev,CyberShield Consulting
Shannon,Kelley,Morris,Shannon Kelley Morris,Front-end Engineer,Australia,Cisco; Networking,University of Sydney,Commonwealth Bank
Bobbie,Armstrong,Mortensen,Bobbie Armstrong Mortensen,Cloud Infrastructure Engineer,United States,Python; R,Massachusetts Institute of Technology,TechPro Inc.
Nelli,Wiitala,Mortensen,Nelli Wiitala Mortensen,Cloud Infrastructure Engineer,Finland,Unity; Unreal Engine; C#,Aalto University,CyberSec Advisors
Sophia,Chavez,Mortensen,Sophia Chavez Mortensen,Machine Learning Engineer,United States,Splunk; Wireshark; Nmap,Massachusetts Institute of Technology,TechPro Inc.
Willy,Heikamp,Mortensen,Willy Heikamp Mortensen,Game Developer,Netherlands,AWS Lambda; Azure Functions; Google Cloud Functions,Delft University of Technology,CyberShield Consulting
Siiri,Kyllo,Mortensen,Siiri Kyllo Mortensen,Quantum Computing Specialist,Finland,PyTorch; TensorFlow; Natural Language Processing,Aalto University,CyberSec Advisors
Elizabeth,Abraham,Moura,Elizabeth Abraham Moura,Penetration Tester,Canada,Java; Spring Framework,University of Toronto,Intellitech Innovations
Firdaous,Gietema,Moya,Firdaous Gietema Moya,Systems Analyst,Netherlands,HTML; CSS; C++; Qt,Delft University of Technology,CyberShield Consulting
